title,author,isbn,category,totalCopies,availableCopies,publishedYear
Inventing America,Garry Wills,0618257764,History,100,100,2002
The Lord of the Rings,Jude Fisher,0618258027,Fiction,100,100,2002
The Lord of the Rings,Brian Sibley,0618260226,Performing Arts,100,100,2002
"The Hobbit, Or, There and Back Again",John Ronald Reuel Tolkien,0618260307,Juvenile Fiction,100,100,2001
The Lord of the Rings,John Ronald Reuel Tolkien,0618260587,Fiction,100,100,2002
The Best American Mystery Stories 2004,Nelson DeMille;Otto Penzler,0618329676,Fiction,100,100,2004
Fergus and the Night-Demon,Jim Murphy,0618339558,Juvenile Fiction,100,100,2006
The Fellowship of the Ring,J. R. R. Tolkien,0618346252,Fiction,100,100,2003
The Hermit's Story,Rick Bass,0618380442,Fiction,100,100,2003
The Lord of the Rings,Chris Smith,0618391002,Literary Criticism,100,100,2003
JRR Tolkien Companion & Guide,Christina Scull;Wayne G. Hammond,0618391029,Literary Criticism,100,100,2006
The Maps of Tolkien's Middle-earth,Brian Sibley,061839110X,Fiction,100,100,2003
Understanding the Lord of the Rings,Neil D. Isaacs;Rose A. Zimbardo,0618422536,Literary Criticism,100,100,2005
Dunk,David Lubar,0618439099,Juvenile Fiction,100,100,2004
The Bake Shop Ghost,Jacqueline K. Ogburn;Marjorie Priceman,0618445579,Juvenile Fiction,100,100,2005
Reefer Madness,Eric Schlosser,0618446702,Business & Economics,100,100,2004
The Last Shot,Darcy Frey,0618446710,Sports & Recreation,100,100,2004
Dark Star Safari,Paul Theroux,0618446877,Travel,100,100,2004
The Best American Sports Writing 2006,Glenn Stout;Michael Lewis,0618470220,Sports & Recreation,100,100,2006
"Since 1500, Chapters 15-30",Richard W. Bulliet,0618471162,Science,100,100,2005
Trip to the North Pole,Ellen Weiss;Robert Zemeckis;William Broyles;Chris Van Allsburg,061847790X,Fiction,100,100,2004
Fun Home,Alison Bechdel,0618477942,Biography & Autobiography,100,100,2006
"Natural Health, Natural Medicine",Andrew Weil,0618479031,Health & Fitness,100,100,2004
The Namesake,Jhumpa Lahiri,0618485228,Fiction,100,100,2004
Entre Amis,Michael Oates;Larbi Oukada,0618506918,Foreign Language Study,100,100,2005
The Lord of the Rings Complete Visual Companion,Jude Fisher,0618510826,Fiction,100,100,2004
The Heart is a Lonely Hunter,Carson McCullers,0618526412,Fiction,100,100,2000
Firefighters in the Dark,Dashka Slater;Nicoletta Ceccoli,0618554599,Juvenile Fiction,100,100,2006
Tolkien And The Great War,John Garth,0618574816,Biography & Autobiography,100,100,2005
The Two Towers,John Ronald Reuel Tolkien,0618574956,Fiction,100,100,2004
The Lord of the Rings: The return of the king,John Ronald Reuel Tolkien,0618574972,Fantasy fiction,100,100,1967
The Best American Travel Writing 2006,Tim Cahill;Jason Wilson,0618582150,Travel,100,100,2006
The Best American Spiritual Writing 2006,Philip Zaleski,0618586458,Literary Collections,100,100,2006
The Polar Express,Chris Van Allsburg,061861169X,Juvenile Fiction,100,100,2005
Mcdougal Littell Science,James Trefil;Houghton Mifflin Company;Rita Ann Calvo;Kenneth Cutler,0618615385,Juvenile Nonfiction,100,100,2005
Bury the Chains,Adam Hochschild,0618619070,History,100,100,2006
The Ancestor's Tale,Richard Dawkins;Yan Wong,061861916X,Science,100,100,2005
The Lord of the Rings Sketchbook,Alan Lee,0618640142,Art,100,100,2005
Gossamer,Lois Lowry,0618685502,Juvenile Fiction,100,100,2006
In the Lake of the Woods,Tim O'Brien,061870986X,Fiction,100,100,2006
Chew on this,Eric Schlosser;Charles Wilson,0618710310,Juvenile Nonfiction,100,100,2006
The Diezmo,Rick Bass,0618710507,Fiction,100,100,2006
Three Nights in August,H. G. Bissinger;Buzz Bissinger,0618710531,Sports & Recreation,100,100,2006
Extremely Loud and Incredibly Close,Jonathan Safran Foer,0618711651,Fiction,100,100,2006
The Hungry Tide,Amitav Ghosh,061871166X,Fiction,100,100,2006
King Leopold's Ghost,Adam Hochschild,0618711678,History,100,100,2006
The Chosen,Jerome Karabel,061877355X,Education,100,100,2006
Children of Húrin,John Ronald Reuel Tolkien,0618894640,Fiction,100,100,2007
The Ideology of the Aesthetic,Terry Eagleton,0631163026,Literary Criticism,100,100,1991
On Certainty,Ludwig Wittgenstein,0631169407,Philosophy,100,100,1991
Western Philosophy,John G. Cottingham,0631186271,Philosophy,100,100,1996
Liberals and Communitarians,Stephen Mulhall;Adam Swift,0631198199,Political Science,100,100,1996
Philosophical Investigations,Ludwig Wittgenstein,0631231277,Philosophy,100,100,1991
Michael W. Smith,Michael W. Smith,0634041126,Music,100,100,2002
"The Mystery of the Ancient Pyramid (Cairo, Egypt)",Carole Marsh,0635034700,Juvenile Fiction,100,100,2006
The Gospel According to Tolkien,Ralph C. Wood,0664226108,Literary Criticism,100,100,2003
That Godless Court?,Ronald Bruce Flowers,0664228917,Religion,100,100,2005
Luther and Erasmus,Ernest Gordon Rupp;Philip Saville Watson,0664241581,Religion,100,100,1969
The New Spirit,Havelock Ellis,0670032565,nan,100,100,1970
Self-made Man,Norah Vincent,0670034665,Social Science,100,100,2006
Swapping Lives,Jane Green,0670034800,Fiction,100,100,2005
The Roald Dahl Treasury,Roald Dahl,067003665X,Juvenile Fiction,100,100,2003
Mayflower,Nathaniel Philbrick,0670037605,History,100,100,2006
Special Topics in Calamity Physics,Marisha Pessl,067003777X,Fiction,100,100,2006
Helen of Troy,Margaret George,0670037788,Fiction,100,100,2006
Dust,Martha Grimes,0670037869,Fiction,100,100,2007
The Mistress's Daughter,A. M. Homes,0670038385,Biography & Autobiography,100,100,2007
Vinyl Cafe Diaries,Stuart McLean,0670044369,Canada,100,100,2003
Death of a Salesman,Arthur Miller,0670261556,Fiction,100,100,1967
Spycatcher,Peter Wright,0670820555,Espionage,100,100,1987
The Adventures of Pippi Longstocking,Astrid Lindgren;Michael Chesworth,0670876127,Juvenile Fiction,100,100,1997
Haroun and the Sea of Stories,Salman Rushdie,0670886580,Fiction,100,100,1999
Matthew Flinders' Cat,Bryce Courtenay,0670910619,Alcoholics,100,100,2002
Artemis Fowl,Eoin Colfer,0670913529,Children's stories,100,100,2003
In the Shadow of No Towers,Art Spiegelman,0670915416,Graphic novels,100,100,2004
Echo Platoon,Richard Marcinko;John Weisman,0671000748,Fiction,100,100,2001
Pieces,Stephen Chbosky,0671001957,Fiction,100,100,2000
The Law of Enclosures,Dale Peck,067100347X,Fiction,100,100,1997
You Belong To Me,Mary Higgins Clark,0671004549,Fiction,100,100,1999
Runaways,V.C. Andrews,0671007637,Fiction,100,100,1998
Private Parts,Howard Stern;John D. Simons,0671009443,Biography & Autobiography,100,100,1997
My Gal Sunday,Mary Higgins Clark,0671014919,Fiction,100,100,2003
The Millionaire Next Door,Thomas J. Stanley;William D. Danko,0671015206,Biography & Autobiography,100,100,1998
The Tenth Man,Graham Greene,0671019090,Fiction,100,100,1998
The Gun Seller,Hugh Laurie,067102082X,Fiction,100,100,1998
She's Come Undone,Wally Lamb,0671021001,Fiction,100,100,1998
Morgan's Run,Colleen McCullough,0671024183,Fiction,100,100,2002
The October Horse,Colleen McCullough,0671024205,Fiction,100,100,2003
Bag of Bones,Stephen King,067102423X,Fiction,100,100,1999
Wither,J G Passarella,0671024817,Fiction,100,100,2000
The Last Dance,Ed McBain,0671025708,Fiction,100,100,2000
The Empty Chair,Jeffery Deaver,0671026011,Fiction,100,100,2001
Clive Cussler and Dirk Pitt Revealed,Clive Cussler;Craig Dirgo,0671026224,Fiction,100,100,1998
All Through the Night,Mary Higgins Clark,0671027123,Fiction,100,100,1999
The Fuck Up,Arthur Nersesian,0671027638,Fiction,100,100,1999
How to Stop Worrying and Start Living,Dale Carnegie,0671035975,Psychology,100,100,2004
Present Tense,L. A. Graf,0671036351,Fiction,100,100,2002
Carrie,Stephen King,0671039725,Fiction,100,100,2002
Salem's Lot,Stephen King,0671039741,Fiction,100,100,1999
Ice,V. C. Andrews,0671039946,Fiction,100,100,2001
The Living Blood,Tananarive Due,0671040847,Fiction,100,100,2002
Diablo: Legacy of Blood,Richard A. Knaak,067104155X,Fiction,100,100,2001
The Girl Who Loved Tom Gordon,Stephen King,0671042858,Fiction,100,100,1999
Venice: Lion City,Garry Wills,0671047647,History,100,100,2002
Uncle Shelby'S Abz Book,Shel Silverstein,067121148X,Education,100,100,1985
Confessions of an Actor,Laurence Oliver,0671417010,Performing Arts,100,100,1982
"Soldier, general of the army, president-elect, 1890-1952",Stephen E. Ambrose,0671440691,Biography & Autobiography,100,100,1985
The Bluest Eye,Toni Morrison,0671447203,African Americans,100,100,1972
Mornings on Horseback,David McCullough,0671447548,Biography & Autobiography,100,100,1982
Sweet and Low,Emma Lathen,0671455273,Fiction,100,100,1982
The Canterbury Tales of Geoffrey Chaucer,"Simon & Schuster, Limited",0671475029,Poetry,100,100,2004
Guilty as Charged,Scott Turow,0671519166,Fiction,100,100,1996
The Night Awakens,Mary Higgins Clark,0671519182,Fiction,100,100,2000
The Leader In You,Dale Carnegie,0671519980,Self-Help,100,100,1995
Sharp Edges,Jayne Ann Krentz,0671524097,Fiction,100,100,1998
Harvest,Tess Gerritsen,067155302X,Fiction,100,100,1997
Life Support,Tess Gerritsen,0671553046,Fiction,100,100,1998
Alien Stars,"C. J. Cherryh;Haldeman, Joe W;Mitchell, Elizabeth;Zahn, Timothy",0671559346,Fiction,100,100,1985
Orchid,Jayne Castle,0671569023,Fiction,100,100,1998
The Man Who Sold The Moon,Robert A. Heinlein,0671578634,Fiction,100,100,2000
Teach Your Child to Read in 100 Easy Lessons,Siegfried Engelmann;Phyllis Haddox;Elaine Bruner,0671631985,Education,100,100,1986
Field Guide to Home Buying in America,Stephen M. Pollan;Mark Levine,0671639617,Business & Economics,100,100,1988
Wind Child,Nancy Harding,0671646192,Fiction,100,100,1990
Anne Frank Remembered,Miep Gies;Alison Leslie Gold,0671662341,History,100,100,1988
Ghost Story,Peter Straub,0671685635,Fiction,100,100,1989
Blue World,Robert R. McCammon,0671695185,Fiction,100,100,1990
Cyclops,Clive Cussler,0671704648,Fiction,100,100,1989
The Seven Habits of Highly Effective People,Stephen R. Covey,0671708635,Business & Economics,100,100,1990
A Cast of Corbies,Josepha Sherman;Mercedes Lackey,0671722077,Fiction,100,100,1994
Shakespeare's Sonnets,Helen Hunt;William Shakespeare,0671722875,Drama,100,100,2004
The Color Purple,Alice Walker,0671727796,Fiction,100,100,1985
Night of the Fox,Jack Higgins,0671728202,Fiction,100,100,1991
Wolf's Hour,Robert McCammon,0671731424,Fiction,100,100,1990
Journey To Ixtlan,Carlos Castaneda,0671732463,"Body, Mind & Spirit",100,100,1991
Second Ring of Power,Carlos Castaneda,0671732471,Fiction,100,100,1991
Power of Silence,Carlos Castaneda,067173248X,Fiction,100,100,1991
Fire from Within,Carlos Castaneda,0671732501,"Body, Mind & Spirit",100,100,1984
Tales of Power,Carlos Castaneda,0671732528,Fiction,100,100,1992
STINGER,Robert McCammon,0671737767,Fiction,100,100,1988
The Story of Philosophy,Will Durant,0671739166,Biography & Autobiography,100,100,1991
Swan Song,Robert McCammon,0671741039,Fiction,100,100,1987
Long Dark Tea-Time of the Soul,Douglas Adams,0671742515,Fiction,100,100,1990
Boy's Life,Robert McCammon,0671743058,Fiction,100,100,1992
Joy Within,Joan Goldstein;Manuela Soares,0671763792,"Body, Mind & Spirit",100,100,1990
Mystery Walk,Robert R. McCammon,067176991X,Fiction,100,100,1992
Justine,Lawrence Durrell,0671771302,nan,100,100,1969
The Hidden Persuaders,Vance Packard,0671771620,Advertising,100,100,1958
Best Stories,Hugh Garner,0671774670,nan,100,100,1971
Principle Centered Leadership,Stephen R. Covey,0671792806,Business & Economics,100,100,1992
In the Name of Love,Ann Rule,067179356X,Literary Criticism,100,100,1998
Star Trek: The Next Generation: Nightshade,Laurell K. Hamilton,067179566X,Fiction,100,100,1992
Scar Lover,Harry Crews,0671797867,Fiction,100,100,1993
End zone,Don DeLillo,0671820125,Fiction,100,100,1973
The Good Earth,Pearl Sydenstricker Buck,0671823493,China,100,100,1958
Star Trek,Alan Dean Foster,0671854054,nan,100,100,1995
Lincoln at Gettysburg,Garry Wills,0671867423,History,100,100,1992
Forever After,Roger Zelazny,0671876996,Fiction,100,100,1995
The Ship Avenged,S. M. Stirling,0671877666,Fiction,100,100,1997
The Free Bards,Lackey,067187778X,Fiction,100,100,1997
Berserkers,Fred Saberhagen,0671878840,Fiction,100,100,1998
What Jane Austen Ate and Charles Dickens Knew,Daniel Pool,0671882368,Education,100,100,1994
Daily Reflections for Highly Effective People,Stephen R. Covey,0671887173,Business & Economics,100,100,1994
Seamus Heaney,Helen Hennessy Vendler,0674002059,Literary Criticism,100,100,2000
American Tragedy,David E. Kaiser,0674006720,History,100,100,2000
This Craft of Verse,Jorge Luis Borges;Calin Andrei Mihailescu,0674008200,Literary Criticism,100,100,2002
The Gardens of Emily Dickinson,Judith FARR;Louise Carter,067401829X,Architecture,100,100,2005
Rebecca's Revival,Jon F Sensbach,0674022572,Biography & Autobiography,100,100,2005
The Writer of Modern Life,Walter Benjamin,0674022874,Literary Criticism,100,100,2006
Iron Kingdom,"Christopher M. Clark;University Christopher Clark, MD",0674023854,History,100,100,2006
Ancilla to the Pre-Socratic Philosophers,Mary Fitt;Kathleen Freeman,0674035011,Philosophy,100,100,1983
Doubling the Point,Professor of General Literature J M Coetzee;J. M. Coetzee,0674215184,Literary Criticism,100,100,1992
Ethics and the Limits of Philosophy,Bernard Williams,067426858X,Philosophy,100,100,1985
The Ethics of Authenticity,Charles Taylor,0674268636,Philosophy,100,100,1992
The Fate of Reason,Frederick C. Beiser,067429503X,Philosophy,100,100,1993
"New Worlds, Ancient Texts",Anthony Grafton;Nancy G. Siraisi;April Shelford,0674618769,History,100,100,1992
The Art of Shakespeare's Sonnets,Helen Vendler,0674637127,Literary Criticism,100,100,1999
Origins of the Modern Mind,Merlin Donald,0674644840,Medical,100,100,1991
Playing in the Dark,Toni Morrison,0674673778,Literary Criticism,100,100,1992
The Principles of Psychology,William James,0674705599,Psychology,100,100,1981
The Roman Empire,Colin Michael Wells,0674777700,History,100,100,1995
Sex and Reason,Richard A. POSNER,0674802802,Law,100,100,1994
"Sor Juana, Or, The Traps of Faith",Octavio Paz,0674821068,Literary Criticism,100,100,1988
Sources of the Self,Charles Taylor,0674824261,Philosophy,100,100,1989
"Time's Arrow, Time's Cycle",Stephen Jay Gould,0674891996,Science,100,100,1987
The Visible Hand,Alfred D. Chandler Jr.,0674940520,Business & Economics,100,100,1977
Wittgenstein on Rules and Private Language,Saul A. Kripke,0674954017,Philosophy,100,100,1982
"The World, the Text, and the Critic",Edward W. Said,0674961870,Literary Criticism,100,100,1983
De officiis,Marcus Tullius Cicero;Walter Miller,0674990331,Fiction,100,100,1975
Metamorphoses,Publius Ovidius Naso (Dichter),0674990463,"Mythology, Classical",100,100,1984
Metamorphoses,Ovid,0674990471,Science,100,100,1976
Plato in twelve volumes,Plato,0674991842,Literary Criticism,100,100,1975
History of the Peloponnesian War,Thucydides,0674991877,History,100,100,1976
Hiero,Xenophon,0674992024,Electronic books,100,100,1925
Cicero in Twenty-eight Volumes,Marcus Tullius Cicero,0674992180,"Consuls, Roman",100,100,1967
Epictetus,Epictetus,0674992407,Philosophy,100,100,1967
"The Art of Love, and Other Poems",Ovid,0674992555,Love poetry,100,100,1985
"Plato, with an English Translation",Plato,0674992628,"Philosophy, Ancient",100,100,1914
Babrius and Phaedrus,Babrius;Phaedrus;Ben Edwin Perry,0674994809,Biography & Autobiography,100,100,1965
Αλκηστισ,Euripides,067499566X,Alcestis (Greek mythology),100,100,1994
Fragmenta,Plutarcus;Ευριπιδες,0674995740,Literary Criticism,100,100,1999
Hesiod,Hesiodtus,0674996232,Agriculture,100,100,2006
Never Let Me Go,Kazuo Ishiguro,0676977111,Boarding school-fiction,100,100,2006
Doctor Faustus,Thomas Mann,0679409963,Fiction,100,100,1992
Toni Morrison,Toni Morrison,0679411674,African Americans,100,100,1994
The Aeneid,Virgil,0679413359,Poetry,100,100,1992
If on a Winter's Night a Traveler,Italo Calvino;William Weaver,0679420258,Fiction,100,100,1993
The Stranger,Albert Camus;Matthew Ward,0679420266,Fiction,100,100,1993
Crime and Punishment,Fyodor Dostoyevsky,0679420290,Fiction,100,100,1993
Selected Short Stories of William Faulkner,William Faulkner,0679424784,Fiction,100,100,1993
The Complete Collected Poems of Maya Angelou,Maya Angelou,067942895X,Poetry,100,100,1994
The Sword of Honour Trilogy,Evelyn Waugh,0679431365,Fiction,100,100,1994
Gargantua and Pantagruel,François Rabelais,0679431373,Fiction,100,100,1994
In the Kitchen with Rosie,Rosie Daley,0679434046,Cooking,100,100,1994
Rabbit Angstrom,John Updike,0679444599,Fiction,100,100,1995
A fine balance,Rohinton Mistry,0679446087,Fiction,100,100,1996
Swann's Way,Marcel Proust,0679600051,Fiction,100,100,1992
The Sound and the Fury,William Faulkner,0679600175,Fiction,100,100,1992
Stars in Their Courses,Shelby Foote,0679601120,History,100,100,1994
The Poetry and Short Stories of Dorothy Parker,Dorothy Parker,0679601325,Poetry,100,100,1994
Fear and Loathing in Las Vegas and Other American Stories,Hunter S. Thompson,0679602984,Biography & Autobiography,100,100,1998
"Blood Meridian, Or, The Evening Redness in the West",Cormac McCarthy,0679641041,Fiction,100,100,2001
"In Search of Lost Time, Volume IV",Marcel Proust,0679641815,Fiction,100,100,2000
The Red and the Black,Stendhal,0679642846,Fiction,100,100,2003
The Killer Angels,Michael Shaara,0679643249,Fiction,100,100,2004
The Collected Autobiographies of Maya Angelou,Maya Angelou,0679643257,Biography & Autobiography,100,100,2004
The Murders in the Rue Morgue,Edgar Allan Poe,0679643427,Fiction,100,100,2006
Darkness Visible,William Styron,0679643524,Biography & Autobiography,100,100,2007
The Fall,Albert Camus,0679720227,Fiction,100,100,1956
Hiroshima,John Hersey,0679721037,History,100,100,1989
Mama Day,Gloria Naylor,0679721819,Fiction,100,100,1989
Where I'm Calling from,Raymond Carver,0679722319,Fiction,100,100,1989
Running Dog,Don DeLillo,0679722947,Fiction,100,100,1989
The Names,Don DeLillo,0679722955,Fiction,100,100,1989
What We Talk about when We Talk about Love,Raymond Carver,0679723056,Fiction,100,100,1989
Gideon's Trumpet,Anthony Lewis,0679723129,History,100,100,1989
Invisible Man,Ralph Ellison,0679723137,African American men,100,100,1990
Lolita,Vladimir Vladimirovich Nabokov,0679723161,Fiction,100,100,1997
Cathedral,Raymond Carver,0679723692,Fiction,100,100,1989
The History of Sexuality,Michel Foucault,0679724699,Sex customs,100,100,1990
"I, Claudius",Robert Graves,067972477X,Fiction,100,100,1989
"No Exit, and Three Other Plays",Jean-Paul Sartre,0679725164,Drama,100,100,1989
"Ada, Or, Ardor, a Family Chronicle",Vladimir Vladimirovich Nabokov,0679725229,Fiction,100,100,1990
